<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.11.23	23:00:00	104.565	104.589	104.496	104.497	1736	0	1
2020.11.24	00:00:00	104.496	104.540	104.414	104.491	1936	0	6
2020.11.24	01:00:00	104.491	104.550	104.449	104.529	1479	0	0
2020.11.24	02:00:00	104.529	104.645	104.519	104.604	2773	0	0
2020.11.24	03:00:00	104.604	104.604	104.497	104.569	2400	0	0
2020.11.24	04:00:00	104.570	104.584	104.534	104.558	1849	0	0
2020.11.24	05:00:00	104.558	104.578	104.541	104.561	1489	0	0
2020.11.24	06:00:00	104.561	104.578	104.509	104.511	1322	0	0
2020.11.24	07:00:00	104.511	104.516	104.344	104.363	1736	0	0
2020.11.24	08:00:00	104.363	104.442	104.361	104.440	835	0	0
2020.11.24	09:00:00	104.440	104.475	104.410	104.459	1129	0	0
2020.11.24	10:00:00	104.459	104.469	104.246	104.293	3086	0	0
2020.11.24	11:00:00	104.293	104.314	104.145	104.210	2155	0	0
2020.11.24	12:00:00	104.210	104.306	104.191	104.277	1727	0	0
2020.11.24	13:00:00	104.276	104.436	104.268	104.425	2054	0	0
2020.11.24	14:00:00	104.428	104.601	104.392	104.531	2884	0	0
2020.11.24	15:00:00	104.531	104.687	104.526	104.672	2717	0	0
2020.11.24	16:00:00	104.673	104.760	104.602	104.685	3821	0	0
2020.11.24	17:00:00	104.686	104.730	104.628	104.666	3164	0	0
2020.11.24	18:00:00	104.665	104.694	104.562	104.610	1782	0	0
2020.11.24	19:00:00	104.610	104.659	104.598	104.625	1225	0	0
2020.11.24	20:00:00	104.625	104.647	104.525	104.542	1036	0	0
2020.11.24	21:00:00	104.542	104.569	104.536	104.563	904	0	0
2020.11.24	22:00:00	104.563	104.567	104.431	104.440	2035	0	0
2020.11.24	23:00:00	104.442	104.470	104.422	104.446	1099	0	0
2020.11.25	00:00:00	104.439	104.488	104.412	104.471	6239	0	5
2020.11.25	01:00:00	104.471	104.546	104.465	104.507	2089	0	0
2020.11.25	02:00:00	104.508	104.532	104.452	104.495	1845	0	0
2020.11.25	03:00:00	104.495	104.538	104.455	104.523	1563	0	0
2020.11.25	04:00:00	104.524	104.597	104.524	104.524	1271	0	0
2020.11.25	05:00:00	104.524	104.533	104.466	104.496	1356	0	0
2020.11.25	06:00:00	104.496	104.513	104.449	104.461	750	0	1
2020.11.25	07:00:00	104.461	104.485	104.429	104.478	1235	0	1
2020.11.25	08:00:00	104.478	104.536	104.472	104.493	1126	0	0
2020.11.25	09:00:00	104.494	104.549	104.429	104.469	1818	0	0
2020.11.25	10:00:00	104.471	104.483	104.354	104.406	3175	0	0
2020.11.25	11:00:00	104.406	104.446	104.345	104.349	2023	0	0
2020.11.25	12:00:00	104.350	104.458	104.341	104.453	1571	0	0
2020.11.25	13:00:00	104.453	104.519	104.442	104.491	1924	0	0
2020.11.25	14:00:00	104.491	104.512	104.393	104.401	1558	0	0
2020.11.25	15:00:00	104.401	104.459	104.364	104.404	2532	0	0
2020.11.25	16:00:00	104.404	104.445	104.269	104.317	2793	0	0
2020.11.25	17:00:00	104.317	104.428	104.256	104.406	3845	0	0
2020.11.25	18:00:00	104.404	104.424	104.341	104.385	2167	0	0
2020.11.25	19:00:00	104.385	104.387	104.319	104.337	1221	0	0
2020.11.25	20:00:00	104.336	104.408	104.319	104.388	1115	0	0
2020.11.25	21:00:00	104.388	104.428	104.353	104.423	1262	0	1
2020.11.25	22:00:00	104.423	104.453	104.395	104.416	975	0	1
2020.11.25	23:00:00	104.416	104.469	104.416	104.461	795	0	0
2020.11.26	00:00:00	104.453	104.475	104.438	104.445	1619	0	0
2020.11.26	01:00:00	104.445	104.450	104.389	104.402	1648	0	2
2020.11.26	02:00:00	104.401	104.402	104.324	104.333	1289	0	0
2020.11.26	03:00:00	104.333	104.352	104.296	104.331	1078	0	1
2020.11.26	04:00:00	104.331	104.360	104.255	104.267	820	0	0
2020.11.26	05:00:00	104.266	104.335	104.262	104.335	785	0	0
2020.11.26	06:00:00	104.335	104.335	104.298	104.304	613	0	0
2020.11.26	07:00:00	104.304	104.357	104.288	104.354	919	0	0
2020.11.26	08:00:00	104.353	104.355	104.311	104.317	811	0	1
2020.11.26	09:00:00	104.317	104.342	104.267	104.323	1502	0	0
2020.11.26	10:00:00	104.323	104.350	104.220	104.243	2041	0	0
2020.11.26	11:00:00	104.243	104.274	104.222	104.264	1212	0	0
2020.11.26	12:00:00	104.264	104.299	104.234	104.277	1177	0	0
2020.11.26	13:00:00	104.277	104.294	104.237	104.247	1174	0	0
2020.11.26	14:00:00	104.247	104.272	104.239	104.252	1227	0	0
2020.11.26	15:00:00	104.252	104.269	104.228	104.254	1162	0	0
2020.11.26	16:00:00	104.253	104.299	104.253	104.293	1553	0	0
2020.11.26	17:00:00	104.293	104.319	104.275	104.280	1172	0	0
2020.11.26	18:00:00	104.280	104.285	104.244	104.246	1069	0	1
2020.11.26	19:00:00	104.246	104.261	104.216	104.259	842	0	1
2020.11.26	20:00:00	104.259	104.276	104.233	104.246	1828	0	0
2020.11.26	21:00:00	104.246	104.247	104.230	104.239	760	0	2
2020.11.26	22:00:00	104.239	104.270	104.237	104.244	977	0	2
2020.11.26	23:00:00	104.244	104.264	104.230	104.256	2590	0	1
2020.11.27	00:00:00	104.266	104.282	104.233	104.258	1202	0	3
2020.11.27	01:00:00	104.259	104.264	104.227	104.254	637	0	1
2020.11.27	02:00:00	104.255	104.269	104.105	104.116	1706	0	0
2020.11.27	03:00:00	104.116	104.134	104.002	104.028	1965	0	0
2020.11.27	04:00:00	104.028	104.104	104.022	104.074	1690	0	0
2020.11.27	05:00:00	104.074	104.094	103.930	103.941	1770	0	0
2020.11.27	06:00:00	103.940	103.983	103.920	103.947	1097	0	0
2020.11.27	07:00:00	103.947	103.966	103.906	103.940	821	0	1
2020.11.27	08:00:00	103.942	104.051	103.935	104.037	1065	0	0
2020.11.27	09:00:00	104.039	104.106	104.011	104.067	1833	0	1
2020.11.27	10:00:00	104.068	104.077	103.997	104.011	1615	0	0
2020.11.27	11:00:00	104.012	104.051	103.962	104.036	1239	0	0
2020.11.27	12:00:00	104.036	104.122	104.009	104.109	1082	0	0
2020.11.27	13:00:00	104.108	104.148	104.083	104.142	1262	0	0
2020.11.27	14:00:00	104.142	104.211	104.128	104.152	1522	0	0
2020.11.27	15:00:00	104.152	104.208	104.137	104.155	2041	0	0
2020.11.27	16:00:00	104.155	104.179	104.033	104.079	2144	0	0
2020.11.27	17:00:00	104.077	104.114	103.966	104.019	2327	0	0
2020.11.27	18:00:00	104.016	104.078	103.974	104.064	1622	0	0
2020.11.27	19:00:00	104.064	104.070	104.024	104.028	984	0	0
2020.11.27	20:00:00	104.029	104.054	104.026	104.040	701	0	1
2020.11.27	21:00:00	104.039	104.048	104.026	104.032	547	0	0
2020.11.27	22:00:00	104.032	104.066	104.018	104.061	663	0	0
2020.11.27	23:00:00	104.061	104.118	104.046	104.089	1550	0	0
2020.11.30	00:00:00	104.063	104.075	103.987	104.040	843	0	8
2020.11.30	01:00:00	104.048	104.159	104.020	104.088	1062	0	0
2020.11.30	02:00:00	104.088	104.107	103.844	103.880	2640	0	0
2020.11.30	03:00:00	103.880	103.901	103.831	103.865	1955	0	0
2020.11.30	04:00:00	103.865	103.925	103.852	103.918	1158	0	0
2020.11.30	05:00:00	103.917	103.940	103.880	103.924	953	0	1
2020.11.30	06:00:00	103.924	103.930	103.861	103.879	944	0	0
2020.11.30	07:00:00	103.879	103.884	103.846	103.855	1118	0	1
2020.11.30	08:00:00	103.855	103.957	103.835	103.955	1112	0	0
2020.11.30	09:00:00	103.955	104.047	103.944	104.028	1628	0	0
2020.11.30	10:00:00	104.028	104.221	104.028	104.214	2539	0	0
2020.11.30	11:00:00	104.214	104.348	104.023	104.033	3049	0	0
2020.11.30	12:00:00	104.033	104.046	103.952	104.013	1653	0	0
2020.11.30	13:00:00	104.013	104.024	103.908	104.019	1794	0	0
2020.11.30	14:00:00	104.018	104.161	104.008	104.126	2563	0	0
2020.11.30	15:00:00	104.127	104.191	104.102	104.170	2447	0	0
2020.11.30	16:00:00	104.170	104.312	104.140	104.252	3174	0	0
2020.11.30	17:00:00	104.252	104.307	104.069	104.289	4740	0	0
2020.11.30	18:00:00	104.289	104.385	104.224	104.372	3578	0	0
2020.11.30	19:00:00	104.372	104.383	104.283	104.285	1782	0	0
2020.11.30	20:00:00	104.285	104.303	104.247	104.288	1058	0	0
2020.11.30	21:00:00	104.288	104.346	104.277	104.332	1067	0	0
2020.11.30	22:00:00	104.332	104.399	104.314	104.397	1019	0	0
2020.11.30	23:00:00	104.397	104.408	104.289	104.315	1178	0	0
2020.12.01	00:00:00	104.306	104.371	104.267	104.335	910	0	1
2020.12.01	01:00:00	104.335	104.364	104.271	104.304	1369	0	1
2020.12.01	02:00:00	104.304	104.372	104.245	104.283	1650	0	0
2020.12.01	03:00:00	104.282	104.367	104.269	104.353	1752	0	1
2020.12.01	04:00:00	104.353	104.377	104.322	104.350	1895	0	0
2020.12.01	05:00:00	104.350	104.461	104.343	104.432	1643	0	0
2020.12.01	06:00:00	104.432	104.444	104.363	104.374	832	0	0
2020.12.01	07:00:00	104.374	104.415	104.366	104.376	670	0	0
2020.12.01	08:00:00	104.376	104.389	104.346	104.366	774	0	1
2020.12.01	09:00:00	104.366	104.376	104.301	104.332	1748	0	0
2020.12.01	10:00:00	104.334	104.344	104.182	104.231	2413	0	0
2020.12.01	11:00:00	104.232	104.294	104.206	104.279	2001	0	0
2020.12.01	12:00:00	104.279	104.389	104.274	104.377	1803	0	0
2020.12.01	13:00:00	104.377	104.433	104.366	104.377	1626	0	0
2020.12.01	14:00:00	104.377	104.412	104.340	104.389	1670	0	0
2020.12.01	15:00:00	104.389	104.391	104.307	104.334	2111	0	1
2020.12.01	16:00:00	104.334	104.499	104.324	104.473	3168	0	1
2020.12.01	17:00:00	104.475	104.579	104.435	104.475	4838	0	1
2020.12.01	18:00:00	104.475	104.490	104.327	104.404	3854	0	1
2020.12.01	19:00:00	104.404	104.405	104.313	104.326	1610	0	1
2020.12.01	20:00:00	104.325	104.385	104.317	104.382	1235	0	1
2020.12.01	21:00:00	104.382	104.431	104.360	104.404	1062	0	1
2020.12.01	22:00:00	104.404	104.407	104.292	104.301	1174	0	1
2020.12.01	23:00:00	104.301	104.341	104.290	104.314	1659	0	1
2020.12.02	00:00:00	104.312	104.332	104.280	104.305	10069	0	8
2020.12.02	01:00:00	104.305	104.329	104.254	104.297	1131	0	1
2020.12.02	02:00:00	104.297	104.361	104.225	104.339	1945	0	1
2020.12.02	03:00:00	104.339	104.449	104.328	104.431	1936	0	1
2020.12.02	04:00:00	104.431	104.459	104.374	104.425	1363	0	1
2020.12.02	05:00:00	104.425	104.428	104.369	104.382	891	0	1
2020.12.02	06:00:00	104.383	104.391	104.343	104.387	573	0	1
2020.12.02	07:00:00	104.387	104.463	104.378	104.432	1178	0	1
2020.12.02	08:00:00	104.436	104.489	104.425	104.488	965	0	1
2020.12.02	09:00:00	104.488	104.583	104.453	104.560	1949	0	1
2020.12.02	10:00:00	104.562	104.655	104.500	104.638	3248	0	1
2020.12.02	11:00:00	104.638	104.703	104.586	104.693	2089	0	1
2020.12.02	12:00:00	104.693	104.721	104.644	104.676	1405	0	1
2020.12.02	13:00:00	104.676	104.740	104.660	104.732	2433	0	1
2020.12.02	14:00:00	104.732	104.751	104.650	104.656	3879	0	0
2020.12.02	15:00:00	104.656	104.660	104.521	104.619	5564	0	1
2020.12.02	16:00:00	104.617	104.617	104.463	104.502	5249	0	1
2020.12.02	17:00:00	104.506	104.602	104.424	104.584	6323	0	1
2020.12.02	18:00:00	104.584	104.593	104.509	104.518	3594	0	0
2020.12.02	19:00:00	104.519	104.531	104.471	104.510	2063	0	1
2020.12.02	20:00:00	104.510	104.526	104.467	104.492	1495	0	1
2020.12.02	21:00:00	104.492	104.583	104.491	104.552	2155	0	1
2020.12.02	22:00:00	104.552	104.555	104.488	104.507	2435	0	1
2020.12.02	23:00:00	104.506	104.517	104.398	104.408	2120	0	1
2020.12.03	00:00:00	104.414	104.441	104.402	104.424	10922	0	1
2020.12.03	01:00:00	104.424	104.490	104.422	104.448	2208	0	1
2020.12.03	02:00:00	104.448	104.530	104.432	104.503	2914	0	1
2020.12.03	03:00:00	104.503	104.536	104.416	104.516	3484	0	1
2020.12.03	04:00:00	104.517	104.524	104.440	104.447	2596	0	1
2020.12.03	05:00:00	104.446	104.471	104.427	104.443	1960	0	1
2020.12.03	06:00:00	104.443	104.494	104.432	104.468	1367	0	1
2020.12.03	07:00:00	104.467	104.476	104.427	104.454	1601	0	1
2020.12.03	08:00:00	104.453	104.484	104.430	104.447	1428	0	1
2020.12.03	09:00:00	104.447	104.448	104.295	104.311	3300	0	1
2020.12.03	10:00:00	104.311	104.352	104.249	104.271	3848	0	1
2020.12.03	11:00:00	104.271	104.338	104.230	104.275	3621	0	1
2020.12.03	12:00:00	104.276	104.311	104.232	104.288	2241	0	1
2020.12.03	13:00:00	104.287	104.342	104.270	104.283	2978	0	1
2020.12.03	14:00:00	104.283	104.297	104.066	104.086	4351	0	1
2020.12.03	15:00:00	104.086	104.130	104.021	104.043	4277	0	1
2020.12.03	16:00:00	104.043	104.067	103.795	103.812	6014	0	1
2020.12.03	17:00:00	103.812	103.818	103.672	103.750	6458	0	1
2020.12.03	18:00:00	103.751	103.840	103.742	103.772	3565	0	0
2020.12.03	19:00:00	103.773	103.889	103.760	103.882	2543	0	1
2020.12.03	20:00:00	103.882	103.995	103.876	103.949	2011	0	1
2020.12.03	21:00:00	103.949	103.984	103.915	103.960	1708	0	1
2020.12.03	22:00:00	103.960	103.964	103.874	103.886	2060	0	1
2020.12.03	23:00:00	103.886	103.897	103.832	103.834	1159	0	1
2020.12.04	00:00:00	103.832	103.887	103.811	103.851	694	0	3
2020.12.04	01:00:00	103.851	103.869	103.798	103.834	1315	0	1
2020.12.04	02:00:00	103.834	103.858	103.738	103.810	3590	0	0
2020.12.04	03:00:00	103.810	103.844	103.773	103.829	2380	0	1
2020.12.04	04:00:00	103.830	103.882	103.817	103.875	1516	0	1
2020.12.04	05:00:00	103.876	103.876	103.831	103.853	1330	0	1
2020.12.04	06:00:00	103.853	103.918	103.841	103.912	1134	0	1
2020.12.04	07:00:00	103.912	103.986	103.906	103.974	2109	0	1
2020.12.04	08:00:00	103.974	103.974	103.838	103.864	1600	0	1
2020.12.04	09:00:00	103.861	103.925	103.825	103.894	3017	0	1
2020.12.04	10:00:00	103.895	104.033	103.893	104.015	4269	0	0
2020.12.04	11:00:00	104.015	104.046	103.928	103.957	4223	0	1
2020.12.04	12:00:00	103.957	104.075	103.929	103.999	3657	0	1
2020.12.04	13:00:00	103.999	104.033	103.958	103.991	3096	0	1
2020.12.04	14:00:00	103.991	104.002	103.921	103.993	2781	0	1
2020.12.04	15:00:00	103.993	104.114	103.824	104.014	7293	0	0
2020.12.04	16:00:00	104.015	104.066	103.896	104.012	6946	0	1
2020.12.04	17:00:00	104.012	104.243	104.007	104.203	5995	0	0
2020.12.04	18:00:00	104.204	104.242	104.130	104.159	2926	0	1
2020.12.04	19:00:00	104.159	104.159	104.087	104.117	1489	0	1
2020.12.04	20:00:00	104.117	104.141	104.071	104.140	1128	0	1
2020.12.04	21:00:00	104.140	104.164	104.092	104.097	1468	0	1
2020.12.04	22:00:00	104.098	104.181	104.098	104.163	2014	0	1
2020.12.04	23:00:00	104.164	104.203	104.148	104.188	1160	0	1
2020.12.07	00:00:00	104.129	104.190	104.084	104.172	510	0	15
2020.12.07	01:00:00	104.172	104.234	104.172	104.206	2661	0	1
2020.12.07	02:00:00	104.207	104.209	104.078	104.092	2906	0	1
2020.12.07	03:00:00	104.092	104.141	104.007	104.038	2666	0	1
2020.12.07	04:00:00	104.037	104.047	103.963	104.006	1836	0	1
2020.12.07	05:00:00	104.006	104.036	103.940	103.961	1432	0	1
2020.12.07	06:00:00	103.960	104.021	103.953	104.016	1217	0	1
2020.12.07	07:00:00	104.016	104.091	103.983	104.083	1410	0	1
2020.12.07	08:00:00	104.083	104.165	104.074	104.107	1534	0	1
2020.12.07	09:00:00	104.109	104.159	104.072	104.132	2468	0	1
2020.12.07	10:00:00	104.132	104.284	104.130	104.224	5593	0	0
2020.12.07	11:00:00	104.223	104.311	104.223	104.288	3930	0	1
2020.12.07	12:00:00	104.289	104.312	104.195	104.196	3043	0	1
2020.12.07	13:00:00	104.196	104.264	104.165	104.241	3212	0	1
2020.12.07	14:00:00	104.238	104.264	104.151	104.162	3225	0	1
2020.12.07	15:00:00	104.163	104.178	104.025	104.035	4504	0	1
2020.12.07	16:00:00	104.035	104.099	103.938	104.039	4042	0	1
2020.12.07	17:00:00	104.040	104.126	104.022	104.048	3800	0	1
2020.12.07	18:00:00	104.046	104.053	103.920	104.011	4719	0	0
2020.12.07	19:00:00	104.012	104.018	103.940	103.984	2133	0	1
2020.12.07	20:00:00	103.984	104.071	103.954	104.005	3378	0	1
2020.12.07	21:00:00	104.003	104.016	103.962	103.977	1917	0	1
2020.12.07	22:00:00	103.976	104.066	103.967	104.065	2540	0	1
2020.12.07	23:00:00	104.067	104.067	104.015	104.045	1523	0	1
2020.12.08	00:00:00	104.064	104.080	104.029	104.039	2957	0	1
2020.12.08	01:00:00	104.039	104.044	103.978	104.009	1406	0	1
2020.12.08	02:00:00	104.009	104.069	103.954	104.056	2436	0	1
2020.12.08	03:00:00	104.056	104.091	104.016	104.044	3305	0	1
2020.12.08	04:00:00	104.044	104.065	104.032	104.044	1912	0	1
2020.12.08	05:00:00	104.044	104.047	104.019	104.032	1279	0	1
2020.12.08	06:00:00	104.032	104.046	104.021	104.039	1601	0	1
2020.12.08	07:00:00	104.038	104.081	104.034	104.043	799	0	1
2020.12.08	08:00:00	104.043	104.122	104.025	104.100	1254	0	1
2020.12.08	09:00:00	104.100	104.143	104.067	104.079	2487	0	1
2020.12.08	10:00:00	104.080	104.111	104.025	104.061	3876	0	1
2020.12.08	11:00:00	104.060	104.077	103.999	104.003	2673	0	1
2020.12.08	12:00:00	104.002	104.110	103.966	104.071	2797	0	1
2020.12.08	13:00:00	104.072	104.102	104.053	104.102	3143	0	1
2020.12.08	14:00:00	104.103	104.178	104.067	104.144	3629	0	1
2020.12.08	15:00:00	104.144	104.164	104.028	104.102	5916	0	1
2020.12.08	16:00:00	104.102	104.127	104.026	104.111	5235	0	1
2020.12.08	17:00:00	104.110	104.205	104.075	104.125	5602	0	1
2020.12.08	18:00:00	104.126	104.174	104.114	104.140	2498	0	1
2020.12.08	19:00:00	104.140	104.158	104.111	104.123	1403	0	1
2020.12.08	20:00:00	104.123	104.169	104.115	104.163	2062	0	1
2020.12.08	21:00:00	104.163	104.176	104.142	104.172	1293	0	1
2020.12.08	22:00:00	104.172	104.183	104.144	104.161	1612	0	1
2020.12.08	23:00:00	104.161	104.179	104.146	104.161	1533	0	0
2020.12.09	00:00:00	104.161	104.172	104.147	104.160	3001	0	1
2020.12.09	01:00:00	104.159	104.176	104.129	104.139	1384	0	1
2020.12.09	02:00:00	104.139	104.171	104.105	104.140	2556	0	1
2020.12.09	03:00:00	104.141	104.169	104.124	104.136	1676	0	1
2020.12.09	04:00:00	104.135	104.170	104.126	104.143	1732	0	1
2020.12.09	05:00:00	104.143	104.152	104.121	104.151	1304	0	1
2020.12.09	06:00:00	104.150	104.151	104.114	104.133	737	0	1
2020.12.09	07:00:00	104.133	104.160	104.126	104.152	1287	0	1
2020.12.09	08:00:00	104.152	104.192	104.141	104.186	1586	0	1
2020.12.09	09:00:00	104.186	104.243	104.183	104.218	2281	0	1
2020.12.09	10:00:00	104.218	104.250	104.160	104.169	3324	0	1
2020.12.09	11:00:00	104.169	104.198	104.062	104.090	2936	0	1
2020.12.09	12:00:00	104.090	104.120	104.053	104.101	3192	0	1
2020.12.09	13:00:00	104.101	104.161	104.083	104.129	2739	0	1
2020.12.09	14:00:00	104.130	104.153	104.106	104.119	2207	0	1
2020.12.09	15:00:00	104.119	104.157	104.082	104.152	3545	0	1
2020.12.09	16:00:00	104.151	104.242	104.133	104.236	4113	0	1
2020.12.09	17:00:00	104.236	104.266	104.174	104.203	4865	0	1
2020.12.09	18:00:00	104.202	104.307	104.202	104.280	3122	0	0
2020.12.09	19:00:00	104.280	104.406	104.272	104.343	3162	0	1
2020.12.09	20:00:00	104.340	104.356	104.231	104.299	3269	0	1
2020.12.09	21:00:00	104.298	104.311	104.222	104.222	2176	0	1
2020.12.09	22:00:00	104.222	104.252	104.186	104.205	1636	0	1
2020.12.09	23:00:00	104.205	104.236	104.199	104.225	1264	0	1
2020.12.10	00:00:00	104.213	104.283	104.179	104.277	6145	0	6
2020.12.10	01:00:00	104.278	104.308	104.231	104.284	1384	0	1
2020.12.10	02:00:00	104.284	104.304	104.248	104.266	2351	0	1
2020.12.10	03:00:00	104.266	104.282	104.241	104.279	2385	0	1
2020.12.10	04:00:00	104.280	104.456	104.277	104.424	2580	0	1
2020.12.10	05:00:00	104.425	104.500	104.419	104.431	2432	0	0
2020.12.10	06:00:00	104.431	104.433	104.380	104.421	1622	0	1
2020.12.10	07:00:00	104.420	104.443	104.392	104.415	1026	0	1
2020.12.10	08:00:00	104.416	104.464	104.416	104.458	962	0	1
2020.12.10	09:00:00	104.457	104.507	104.457	104.478	2412	0	1
2020.12.10	10:00:00	104.481	104.579	104.479	104.528	3689	0	1
2020.12.10	11:00:00	104.528	104.554	104.436	104.460	3073	0	1
2020.12.10	12:00:00	104.460	104.502	104.428	104.481	1937	0	1
2020.12.10	13:00:00	104.481	104.545	104.456	104.540	2028	0	1
2020.12.10	14:00:00	104.539	104.564	104.443	104.444	3904	0	1
2020.12.10	15:00:00	104.445	104.460	104.319	104.371	6008	0	1
2020.12.10	16:00:00	104.372	104.427	104.251	104.258	6275	0	1
2020.12.10	17:00:00	104.258	104.411	104.227	104.390	5696	0	1
2020.12.10	18:00:00	104.389	104.426	104.283	104.303	3500	0	1
2020.12.10	19:00:00	104.303	104.306	104.213	104.303	2686	0	0
2020.12.10	20:00:00	104.302	104.337	104.235	104.288	2728	0	1
2020.12.10	21:00:00	104.288	104.293	104.187	104.190	2394	0	0
2020.12.10	22:00:00	104.191	104.213	104.173	104.202	2409	0	1
2020.12.10	23:00:00	104.202	104.248	104.202	104.245	2338	0	1
2020.12.11	00:00:00	104.238	104.260	104.209	104.229	4304	0	2
2020.12.11	01:00:00	104.229	104.267	104.178	104.181	1966	0	1
2020.12.11	02:00:00	104.180	104.180	103.973	104.003	3612	0	1
2020.12.11	03:00:00	104.004	104.005	103.927	103.992	3489	0	0
2020.12.11	04:00:00	103.992	104.007	103.937	103.952	1952	0	1
2020.12.11	05:00:00	103.952	104.057	103.947	104.051	1511	0	1
2020.12.11	06:00:00	104.051	104.058	104.014	104.017	1459	0	1
2020.12.11	07:00:00	104.017	104.024	103.987	104.005	1086	0	1
2020.12.11	08:00:00	104.005	104.053	104.005	104.043	991	0	1
2020.12.11	09:00:00	104.042	104.092	103.998	104.064	2135	0	1
2020.12.11	10:00:00	104.064	104.150	104.039	104.117	3816	0	1
2020.12.11	11:00:00	104.118	104.140	103.996	104.031	2679	0	1
2020.12.11	12:00:00	104.031	104.097	103.947	104.088	3261	0	1
2020.12.11	13:00:00	104.088	104.142	104.072	104.096	3214	0	1
2020.12.11	14:00:00	104.095	104.132	104.074	104.118	2865	0	1
2020.12.11	15:00:00	104.118	104.154	104.030	104.047	3978	0	1
2020.12.11	16:00:00	104.046	104.072	103.976	103.988	4474	0	1
2020.12.11	17:00:00	103.988	103.992	103.823	103.945	5387	0	1
2020.12.11	18:00:00	103.945	103.952	103.863	103.872	2736	0	1
2020.12.11	19:00:00	103.873	103.929	103.871	103.914	2228	0	1
2020.12.11	20:00:00	103.914	104.034	103.908	104.012	1480	0	1
2020.12.11	21:00:00	104.012	104.047	103.999	104.006	1976	0	1
2020.12.11	22:00:00	104.006	104.056	104.000	104.036	1478	0	0
2020.12.11	23:00:00	104.036	104.043	104.001	104.025	2038	0	1
2020.12.14	00:00:00	103.936	103.946	103.834	103.925	3797	0	0
2020.12.14	01:00:00	103.925	104.017	103.904	103.965	1847	0	1
2020.12.14	02:00:00	103.965	104.045	103.891	104.027	3468	0	1
2020.12.14	03:00:00	104.027	104.062	103.951	104.004	2591	0	1
2020.12.14	04:00:00	104.004	104.017	103.954	103.979	1234	0	1
2020.12.14	05:00:00	103.979	104.006	103.956	103.987	1617	0	1
2020.12.14	06:00:00	103.987	104.054	103.985	104.051	1512	0	1
2020.12.14	07:00:00	104.051	104.057	104.018	104.031	1755	0	1
2020.12.14	08:00:00	104.031	104.034	103.974	103.981	1435	0	1
2020.12.14	09:00:00	103.981	103.991	103.915	103.921	2705	0	1
2020.12.14	10:00:00	103.920	103.959	103.837	103.866	3476	0	1
2020.12.14	11:00:00	103.866	103.893	103.750	103.754	3393	0	1
2020.12.14	12:00:00	103.754	103.765	103.697	103.723	2824	0	0
2020.12.14	13:00:00	103.723	103.813	103.718	103.756	2345	0	1
2020.12.14	14:00:00	103.754	103.763	103.612	103.715	3379	0	1
2020.12.14	15:00:00	103.712	103.755	103.548	103.561	4288	0	1
2020.12.14	16:00:00	103.562	103.749	103.512	103.706	4501	0	1
2020.12.14	17:00:00	103.705	104.103	103.699	104.085	6799	0	1
2020.12.14	18:00:00	104.084	104.090	104.019	104.069	2829	0	1
2020.12.14	19:00:00	104.069	104.087	104.008	104.010	2084	0	1
2020.12.14	20:00:00	104.010	104.093	104.010	104.080	1494	0	1
2020.12.14	21:00:00	104.080	104.089	104.048	104.065	1232	0	1
2020.12.14	22:00:00	104.065	104.068	104.030	104.031	1114	0	1
2020.12.14	23:00:00	104.032	104.046	103.991	104.032	1865	0	1
2020.12.15	00:00:00	104.047	104.072	103.982	104.011	651	0	0
2020.12.15	01:00:00	104.011	104.040	104.003	104.010	1254	0	1
2020.12.15	02:00:00	104.010	104.118	103.990	104.103	3430	0	1
2020.12.15	03:00:00	104.103	104.132	104.039	104.085	2253	0	1
2020.12.15	04:00:00	104.085	104.089	104.033	104.088	1634	0	1
2020.12.15	05:00:00	104.088	104.152	104.060	104.137	1480	0	0
2020.12.15	06:00:00	104.137	104.148	104.109	104.125	1277	0	1
2020.12.15	07:00:00	104.125	104.129	104.063	104.064	1325	0	1
2020.12.15	08:00:00	104.062	104.118	104.035	104.052	1161	0	1
2020.12.15	09:00:00	104.052	104.082	104.033	104.067	2258	0	1
2020.12.15	10:00:00	104.068	104.132	104.040	104.092	3563	0	0
2020.12.15	11:00:00	104.092	104.117	104.023	104.042	2963	0	1
2020.12.15	12:00:00	104.042	104.064	103.973	103.979	2520	0	1
2020.12.15	13:00:00	103.979	103.995	103.914	103.936	2902	0	1
2020.12.15	14:00:00	103.936	103.953	103.879	103.925	2640	0	1
2020.12.15	15:00:00	103.927	103.941	103.764	103.771	3784	0	1
2020.12.15	16:00:00	103.771	103.876	103.731	103.784	3833	0	1
2020.12.15	17:00:00	103.784	103.804	103.699	103.735	3552	0	1
2020.12.15	18:00:00	103.735	103.759	103.677	103.698	2535	0	0
2020.12.15	19:00:00	103.697	103.734	103.677	103.734	1363	0	1
2020.12.15	20:00:00	103.733	103.780	103.686	103.746	1563	0	1
2020.12.15	21:00:00	103.746	103.754	103.689	103.690	1029	0	0
2020.12.15	22:00:00	103.690	103.698	103.627	103.630	1192	0	1
2020.12.15	23:00:00	103.630	103.677	103.608	103.668	1830	0	1
2020.12.16	00:00:00	103.674	103.687	103.650	103.676	6324	0	1
2020.12.16	01:00:00	103.676	103.677	103.618	103.646	1204	0	1
2020.12.16	02:00:00	103.646	103.713	103.575	103.694	2403	0	1
